"id","time","I"
1,0,1
1,2.90412493351561,2
1,7.06544423661306,3
1,7.95045401417086,4
1,8.71147095719294,5
1,9.50503437999401,6
2,0,1
2,1.09413935313538,2
2,1.88221610091818,3
2,2.15612868718994,4
2,2.23702198234179,5
2,2.97494683852966,6
2,3.0400450971906,7
2,3.59369844370827,8
2,3.76228273914816,9
2,3.94339683995969,10
2,4.30781439326342,11
2,4.33404113545652,12
2,4.41621914615557,13
2,4.50529855398432,14
2,4.51023449352359,15
2,4.62972030399433,16
2,4.69652090504715,17
2,4.84607725150329,18
2,4.86940764203079,19
2,4.88456191276428,20
2,5.01606866740622,21
2,5.89949280523878,22
2,5.95612485604335,23
2,6.08469773556706,24
2,6.18392811704429,25
2,6.25927898191449,26
2,6.68108761939515,27
2,6.82066694995047,28
2,7.10879525459389,29
2,7.19241199838429,30
2,7.53506681144664,31
2,7.54867325997354,32
2,7.74225768074062,33
2,7.75043121103058,34
2,7.81281973648457,35
2,7.87853431524084,36
2,8.39681880567133,37
2,8.98646696662449,38
2,9.12807068941409,39
2,9.36839251818174,40
3,0,1
3,1.62441993314535,2
3,2.81162628022884,3
3,3.99121468545352,4
3,4.96973236293418,5
3,5.10034593872049,6
3,5.3848058407441,7
3,5.90809529334237,8
3,6.01422066554465,9
3,7.86942934550066,10
3,8.56169558916326,11
3,8.68658291953444,12
3,8.92332629428151,13
3,9.01584057257246,14
3,9.21607446479196,15
3,9.27189049899197,16
3,9.27836144049398,17
3,9.44095274960875,18
4,0,1
4,1.79075138730975,2
4,1.96185156096051,3
4,2.29140662879879,4
4,3.17795298225615,5
4,3.3177239172536,6
4,3.9225093682723,7
4,3.99415711131662,8
4,4.28206553532089,9
4,4.30377168156376,10
4,4.37035292418901,11
4,4.50810418363147,12
4,4.61386731595322,13
4,4.66579316567792,14
4,4.79098982074983,15
4,4.86154051553556,16
4,5.08726446122652,17
4,5.20151412618029,18
4,5.44203509757247,19
4,5.86703061837868,20
4,6.04557270445899,21
4,6.11350606706403,22
4,6.73718525617902,23
4,7.02834307229547,24
4,7.15007376691607,25
4,7.23467897091075,26
4,7.41989191034052,27
4,7.42594507379382,28
4,7.51716589770608,29
4,7.64926751953295,30
4,7.66143687112727,31
4,7.7332102684481,32
4,8.50409772151962,33
4,8.64674003885731,34
4,8.72386501329402,35
4,8.84633235520667,36
4,9.02907481589908,37
4,9.11908332737739,38
4,9.55600352213757,39
4,9.84134282210333,40
5,0,1
5,1.04755200051024,2
5,1.74868771857714,3
5,3.36035680015337,4
5,3.56414892130663,5
5,3.79372254585386,6
5,4.83065522853547,7
5,4.87749023947894,8
5,4.95018774931161,9
5,5.5924085767712,10
5,5.66709825185003,11
5,6.17286316489025,12
5,6.1883934702068,13
5,6.5671190604292,14
5,6.87725715943897,15
5,6.96111806466718,16
5,7.4742529349405,17
5,8.11608896163279,18
5,8.55790961404657,19
5,8.71424551876264,20
5,8.73389144674325,21
5,9.82129642981124,22
5,9.97663867642646,23
6,0,1
6,2.9921048335191,2
6,3.57535936900891,3
6,6.55402860593867,4
6,7.05968045968447,5
6,7.20896782943078,6
6,7.34450033968583,7
6,7.67253274750509,8
6,8.19466566386089,9
6,8.79143183402991,10
6,9.43226928233863,11
6,9.72808063927548,12
7,0,1
7,2.51288519375643,2
7,3.85727475772231,3
7,4.00119098839285,4
7,4.15179605084806,5
7,4.88844813451244,6
7,4.90248383071646,7
7,5.40936584348692,8
7,5.66223799933187,9
7,6.5846223209341,10
7,6.9300465299711,11
7,7.12457936023234,12
7,7.31996549793572,13
7,7.3259111589571,14
7,7.57029681288882,15
7,8.17687134713001,16
7,8.19591790950458,17
7,9.55487311979233,18
7,9.64438157389088,19
7,9.70569829678953,20
8,0,1
8,6.48261068704522,2
8,8.14657908594717,3
8,9.03582318573465,4
9,0,1
9,1.9091209285512,2
9,2.59170739052713,3
9,2.66820359052436,4
9,2.6884991053891,5
9,4.72787821972133,6
9,4.83174265651802,7
9,5.71618753480607,8
9,5.80156973527017,9
9,5.85868924671706,10
9,6.02686697991486,11
9,6.1747012703559,12
9,6.41143648535904,13
9,6.79303689155517,14
9,6.91344304616197,15
9,7.09019644943596,16
9,7.6396182940774,17
9,7.78430830885607,18
9,8.08649372460695,19
9,8.10618046628724,20
9,8.18898718342598,21
9,8.72967174405699,22
9,8.85309366038964,23
9,9.11391906189812,24
9,9.23444992362118,25
9,9.56868443886022,26
9,9.74223886231394,27
9,9.90906337689645,28
10,0,1
10,2.23696043202637,2
10,4.52555127348426,3
10,4.56002607355057,4
10,4.96085550719952,5
10,6.15262178448354,6
10,6.21405087351078,7
10,6.28659318111549,8
10,6.63742993384938,9
10,6.7255779953601,10
10,6.89498470145484,11
10,6.9432039221086,12
10,7.3818116002218,13
10,7.61329910660196,14
10,8.4282101095155,15
10,8.61765787492655,16
10,9.15305938791954,17
10,9.74947673236993,18
10,9.83451122935854,19
11,0,1
11,2.87711491509923,2
11,3.87958485812859,3
11,4.18159198766452,4
11,4.23074976738653,5
11,4.33469668092824,6
11,4.85908354048171,7
11,5.10303411655414,8
11,6.27603437405834,9
11,6.81647682267697,10
11,6.97630900483103,11
11,7.30099084702092,12
11,7.35169590960812,13
11,7.35405514690788,14
11,7.41620684034029,15
11,7.47626466068788,16
11,7.58121297317122,17
11,8.59518088218523,18
11,8.64502782419767,19
11,9.04000231675247,20
11,9.09905962563677,21
11,9.2230394345716,22
11,9.56016500725067,23
11,9.79235253862149,24
11,9.85146098680182,25
12,0,1
12,2.16114744379058,2
12,2.21643681505086,3
12,2.30873976037395,4
12,2.78879333215631,5
12,2.9401182191543,6
12,3.14832462839783,7
12,3.38102156432171,8
12,3.50417011038333,9
12,3.7226685851672,10
12,3.90388098903087,11
12,3.94302886762909,12
12,4.17759167198805,13
12,4.18412248267821,14
12,4.21480339612742,15
12,4.26289464456408,16
12,5.0578955529546,17
12,5.28817837360794,18
12,5.32066799858122,19
12,5.43671440727706,20
12,5.44941729701753,21
12,5.46803299156353,22
12,5.582463345928,23
12,5.7328021948604,24
12,5.85174156902001,25
12,5.94632650832954,26
12,6.23980833319747,27
12,6.27278259696979,28
12,6.41777526116838,29
12,6.49072172950962,30
12,7.00672995468688,31
12,7.77765970876137,32
12,8.07311808293941,33
12,8.41250963246592,34
12,8.49048541434058,35
12,8.57483393648252,36
12,9.28750900303945,37
12,9.59755510908995,38
12,9.70159922231347,39
12,9.72532594128855,40
12,9.88254325657029,41
13,0,1
13,1.19330602990825,2
13,2.45279282135302,3
13,2.77539756606449,4
13,2.8004800741002,5
13,2.86946448929512,6
13,2.96549840778343,7
13,3.13260120674355,8
13,3.15405618507931,9
13,3.28433064769236,10
13,3.69360499033169,11
13,3.77680222651719,12
13,3.8207889187346,13
13,3.88240443963767,14
13,3.97411566841181,15
13,4.59207359739974,16
13,4.82669966401538,17
13,4.86243815253449,18
13,4.91514153694552,19
13,4.93986145987865,20
13,4.96439338951595,21
13,5.44556644598702,22
13,5.6307099230153,23
13,5.63415060824847,24
13,5.73444036793183,25
13,6.03243390783459,26
13,6.03957209839804,27
13,6.12875864384732,28
13,6.32313427340721,29
13,6.3596924022923,30
13,6.69363530734203,31
13,7.15006775188995,32
13,7.58115807911704,33
13,7.62822242778145,34
13,8.00786448349898,35
13,8.07738983263915,36
13,8.13845402210831,37
13,8.3753675572164,38
13,8.90984930357593,39
13,9.05983516114311,40
13,9.35092913946496,41
14,0,1
14,3.1353310001695,2
14,3.4322828793436,3
14,4.12692158349209,4
14,4.28520457631294,5
14,4.28802384976445,6
14,4.37504589225854,7
14,4.88903240541516,8
14,5.00577327714731,9
14,5.03763036658916,10
14,5.15114222193065,11
14,5.58026704072922,12
14,5.80253640602804,13
14,6.08232575449016,14
14,6.44918622699909,15
14,6.53116940713634,16
14,6.55941552423818,17
14,7.79236380476494,18
14,7.84235491353279,19
14,8.20710245942624,20
14,8.36889644971976,21
14,8.60055032396508,22
14,8.85187827696675,23
14,9.48946359692727,24
14,9.56284285538433,25
14,9.75440120728239,26
15,0,1
15,1.44513153078132,2
15,1.7151193463594,3
15,2.29518858827697,4
15,2.77419193499955,5
15,2.97857686932601,6
15,3.07962614750467,7
15,3.13564062069571,8
15,3.29444226050201,9
15,3.5509080705335,10
15,3.55753152275811,11
15,3.65716763349271,12
15,3.96556694625836,13
15,4.32448392050297,14
15,4.32534304949274,15
15,4.49925191973982,16
15,5.16137139771287,17
15,5.17244206403062,18
15,5.49260000762833,19
15,5.54916399482899,20
15,6.95424854856752,21
15,7.44788221468304,22
15,8.169054210241,23
15,8.18773136934738,24
15,8.209924716202,25
15,8.36102947136945,26
15,9.07866557474034,27
15,9.355891323188,28
15,9.58266757182951,29
15,9.80059248593059,30
16,0,1
16,1.67389574564061,2
16,2.19798890134158,3
16,2.42506539769142,4
16,2.89541585007208,5
16,3.34960783110961,6
16,3.4742818487427,7
16,3.65207040306447,8
16,3.67579265449432,9
16,4.03829368546029,10
16,4.3686781403851,11
16,5.03872580898853,12
16,5.26415754848346,13
16,5.76706334307336,14
16,6.41144704633054,15
16,6.55159303220144,16
16,6.79752157798946,17
16,7.49294029985313,18
16,7.52789531332258,19
16,7.97949275507789,20
16,8.01795208110206,21
16,8.26809010507144,22
16,8.29680573733022,23
16,8.34843267336921,24
16,8.83466374563728,25
16,8.96531512155079,26
16,9.3363700645422,27
16,9.37681197258662,28
16,9.48383912744734,29
16,9.97413303988453,30
17,0,1
17,0.9167473388873,2
17,3.454162866152,3
17,4.10686896604189,4
17,4.16473752001893,5
17,4.74359390165782,6
17,4.91498975466441,7
17,5.19336569818324,8
17,5.38101726293542,9
17,5.41727158724656,10
17,5.90420472172597,11
17,6.53021850674454,12
17,6.60716233331518,13
17,6.77892572118512,14
17,6.94630334242714,15
17,6.99428890252342,16
17,7.13138069198154,17
17,7.54389728484908,18
17,7.84690960054417,19
17,8.01304585240471,20
17,8.02334273994153,21
17,8.09936192041845,22
17,8.60493949138324,23
17,9.61138149669181,24
17,9.61873303598357,25
17,9.8073069132745,26
17,9.81561876974573,27
17,9.82598912111695,28
17,9.89631574997474,29
18,0,1
18,0.746439926442807,2
18,0.890963908597171,3
18,0.987101256440735,4
18,0.993881009129084,5
18,1.31952808434326,6
18,1.511348506272,7
18,2.29625487711661,8
18,2.33407231101173,9
18,3.32110987985545,10
18,4.06262022271001,11
18,4.30750692019509,12
18,4.33431204053852,13
18,4.4949039664269,14
18,5.04737794410831,15
18,5.31154815724993,16
18,5.51294492537548,17
18,5.52574605863478,18
18,5.76567873860387,19
18,5.78205648395672,20
18,6.04803206892073,21
18,6.26748289784022,22
18,6.42611194703075,23
18,6.82628581859962,24
18,6.84401255222915,25
18,6.86913367631398,26
18,7.40811587883577,27
18,7.65960968271554,28
18,7.80998656344823,29
18,7.98807501136122,30
18,8.10597255624524,31
18,8.15701944491265,32
18,8.54992239837759,33
18,8.56328369507691,34
18,8.65102970695735,35
18,8.72642391162919,36
18,8.7413922106329,37
18,8.78247488055262,38
18,8.86246952802219,39
18,8.97801731149941,40
18,9.52238241040311,41
18,9.79574417380068,42
19,0,1
19,0.07076384736446,2
19,2.93839040017135,3
19,2.96388182779064,4
19,3.24961411843996,5
19,3.86834016182618,6
19,4.24727691834194,7
19,4.30189021609191,8
19,4.53337386752333,9
19,4.60603894080117,10
19,4.83145182104954,11
19,4.97989821020604,12
19,5.23813038876849,13
19,5.34985682735831,14
19,5.46935812093534,15
19,5.5279600497412,16
19,6.26390937192686,17
19,6.87338523483558,18
19,6.90669146774585,19
19,6.99471668232748,20
19,7.24503929920891,21
19,7.32429238455645,22
19,7.68174326332905,23
19,7.74996505274278,24
19,7.99922814268522,25
19,8.31502225382527,26
19,8.35150501309202,27
19,8.51137216605734,28
19,8.91496562791599,29
19,9.00221441486009,30
19,9.2120358033901,31
19,9.31137154033224,32
20,0,1
20,0.895761626662087,2
20,2.05000005461506,3
20,3.77825382254397,4
20,3.98886745518517,5
20,4.21207037561932,6
20,4.56025938827124,7
20,4.93993168935336,8
20,4.97035166106666,9
20,5.84521055201664,10
20,7.02824649967051,11
20,7.09865149709427,12
20,7.47349362240712,13
20,7.50636628595946,14
20,7.57191709277675,15
20,7.62996957797539,16
20,7.86754365063701,17
20,8.30774148662547,18
20,8.98179780109568,19
20,9.04968229088377,20
20,9.11576314490134,21
20,9.16522632239007,22
21,0,1
21,0.472428839085466,2
21,0.522177492149723,3
21,1.2269369239211,4
21,1.61958840123092,5
21,2.56841132960832,6
21,2.77702215116388,7
21,3.00025815522301,8
21,3.13512701608118,9
21,3.27507895545315,10
21,3.40505188300487,11
21,3.44990721497545,12
21,3.45262791668655,13
21,3.52630101738656,14
21,3.62232062718313,15
21,3.83820843448031,16
21,3.90714554858684,17
21,4.01166225408174,18
21,4.19136656715393,19
21,4.4389843573054,20
21,4.60831392709159,21
21,4.7044292256066,22
21,4.79531313687405,23
21,4.90035050284022,24
21,4.95860596108224,25
21,5.01279026003821,26
21,5.14046836485779,27
21,5.20303130906853,28
21,5.2506704966519,29
21,5.36607230310216,30
21,5.65495865543155,31
21,5.98040176291918,32
21,6.33740260324596,33
21,6.54741137388206,34
21,6.63066598966673,35
21,6.96170493087762,36
21,6.97580119168291,37
21,7.10668519969005,38
21,7.36397400551741,39
21,7.67988421621047,40
21,7.8818817146432,41
21,8.02980681697327,42
21,8.26046705172504,43
21,8.47206996768378,44
21,8.68687962137031,45
21,9.03717496524258,46
21,9.1099294501155,47
21,9.47422071380636,48
21,9.68390918910365,49
21,9.80314649677702,50
21,9.9172645501686,51
22,0,1
22,1.87098011525205,2
22,1.92946488196465,3
22,2.09842348074518,4
22,3.12521779776021,5
22,3.51663964700853,6
22,4.60440909303104,7
22,4.78307406908923,8
22,4.93797560218579,9
22,5.08533585213581,10
22,5.24835072078267,11
22,5.29398638897377,12
22,5.30763234416057,13
22,5.31014383824174,14
22,5.36640276668318,15
22,6.75437709617721,16
22,6.86514391704408,17
22,6.8873027499608,18
22,6.98311018384308,19
22,7.02854816435805,20
22,7.29457681427299,21
22,7.57068548645694,22
22,7.59035501009783,23
22,7.88861924623908,24
22,8.41442997828496,25
22,8.42181947540329,26
22,8.70606716593584,27
22,8.86594762839589,28
22,8.87751503135539,29
22,9.91757728076859,30
23,0,1
23,0.22630629887394,2
23,0.706836194841519,3
23,1.9829596019285,4
23,2.6016748689561,5
23,2.99623634730095,6
23,3.47499816291348,7
23,3.71282328201702,8
23,3.81343898680735,9
23,3.95858804296386,10
23,4.04721485338141,11
23,4.63704791084094,12
23,4.75797800429711,13
23,4.83722398350429,14
23,5.16911859719534,15
23,5.50820052697254,16
23,5.67580109501252,17
23,5.75745960257603,18
23,6.07551702224528,19
23,6.09733835591228,20
23,6.26887426078079,21
23,7.35741481058117,22
23,7.50837187706226,23
23,7.74735039267556,24
23,7.84493091892818,25
23,8.17020545321959,26
23,8.79187642362304,27
23,8.91451824373657,28
24,0,1
24,4.15037320116168,2
24,8.31606406318632,3
24,9.08097057252456,4
24,9.31621830676016,5
24,9.71576548573572,6
25,0,1
25,0.590867600140109,2
25,0.864563166976083,3
25,1.14534963254141,4
25,1.74789950124164,5
25,2.05926627943211,6
25,2.10537645435571,7
25,2.1096765764225,8
25,2.32844118679498,9
25,2.35923306325925,10
25,2.55234082730122,11
25,2.77608067146839,12
25,2.77655235417653,13
25,2.94031635591334,14
25,3.41188100776486,15
25,3.63454012815758,16
25,3.88548399999562,17
25,4.02590046162281,18
25,4.08788382079228,19
25,4.25710294273116,20
25,4.37640769189335,21
25,4.4066046272548,22
25,4.61908708788386,23
25,4.70544674088903,24
25,4.78677103353713,25
25,4.87770811743779,26
25,5.06374628777826,27
25,5.28052900817922,28
25,5.81648173865168,29
25,6.07428868392372,30
25,6.46885095563912,31
25,6.6281685303453,32
25,7.18926245223998,33
25,7.69630254912172,34
25,7.70424725353721,35
25,7.83095166481796,36
25,7.94703162158967,37
25,7.96910054357989,38
25,8.98316152788063,39
25,9.18859208939461,40
25,9.30488273332226,41
25,9.41680738590632,42
25,9.59531172840539,43
25,9.65610894040104,44
25,9.70578160802607,45
25,9.81535361765795,46
226,0,1
226,0.605629742840084,2
226,1.2610384433787,3
226,1.86503775303161,4
226,3.37665150817741,5
226,3.57206452074295,6
226,3.67271919309134,7
226,3.76205579569343,8
226,4.07305451685693,9
226,4.84582885807135,10
226,4.87339653359481,11
226,4.87810387741103,12
226,4.96252546723287,13
226,4.98574307715024,14
226,5.16821190116129,15
226,5.80207178994689,16
226,5.88493459493995,17
226,6.05432632769459,18
226,6.3561297388898,19
226,6.35751922100218,20
226,6.83385199397,21
226,7.0215199451386,22
226,7.08000216997327,23
226,7.34065695454482,24
226,7.58663568843058,25
226,7.76133268757064,26
226,8.0149686599117,27
226,8.34399786339214,28
226,9.14656081916207,29
226,9.47780629214841,30
226,9.83252377028583,31
227,0,1
227,1.15423722082149,2
227,1.29717880138564,3
227,3.95009683231796,4
227,4.31828946624577,5
227,4.3243326477552,6
227,4.50585192181465,7
227,4.5867611847474,8
227,4.73034097541606,9
227,4.84287426677555,10
227,6.00015374339087,11
227,6.53810085321,12
227,6.85851851579929,13
227,7.5000631149371,14
227,7.67702234306053,15
227,8.79996258915205,16
227,9.35363644786135,17
227,9.69337617091722,18
228,0,1
228,8.72221075868106,2
229,0,1
229,0.880946272758721,2
229,1.13818625931068,3
229,1.55881328773325,4
229,2.3558442161074,5
229,2.55812354049672,6
229,2.57231037425766,7
229,2.59430230885985,8
229,3.38846779536096,9
229,3.50426133509155,10
229,3.73568016263177,11
229,3.7633835009569,12
229,3.76354333604343,13
229,4.04566289870531,14
229,4.10300178988889,15
229,4.1577413041167,16
229,4.30203057561459,17
229,4.39342393266822,18
229,4.46009896752741,19
229,4.50145254824745,20
229,4.68127410226038,21
229,4.91777697583291,22
229,5.63511856396578,23
229,5.86647922075288,24
229,6.47634349929946,25
229,6.54736505264129,26
229,6.62621803450124,27
229,6.90955611718478,28
229,6.98634560385578,29
229,7.14032070018084,30
229,8.34909340678943,31
229,8.37371297385136,32
229,8.51856309091846,33
229,8.636223623117,34
229,9.03008777734054,35
229,9.10840509598439,36
229,9.74681067407993,37
230,0,1
230,2.31449845224065,2
230,3.38149437654314,3
230,5.65576416325935,4
230,6.33383458827776,5
230,7.00867082109532,6
230,7.32195490708984,7
230,7.83249788992004,8
230,7.85847882774231,9
230,8.8467005781299,10
230,9.20962655144929,11
230,9.34016407454079,12
230,9.54063916203362,13
230,9.65064874659122,14
230,9.66294268647487,15
230,9.66373502481524,16
230,9.94558068820232,17
231,0,1
231,2.48554709749157,2
231,3.6460649855669,3
231,3.86353114811724,4
231,4.23850973719888,5
231,4.42177327103223,6
231,4.4831742092537,7
231,4.7298045024817,8
231,5.01499739096533,9
231,5.1182087027976,10
231,5.20279457695026,11
231,5.53730066901284,12
231,5.74520354362934,13
231,5.76675855455894,14
231,5.76685333369377,15
231,5.86304473304508,16
231,5.98799917264727,17
231,5.99856951555095,18
231,6.20809577737943,19
231,6.58753700048022,20
231,6.60333701719241,21
231,6.7711190230657,22
231,7.23804024363708,23
231,7.35971843658651,24
231,7.44096757926872,25
231,7.44310330575891,26
231,7.61392486488864,27
231,7.66811064825166,28
231,8.08420919410379,29
231,8.23777373743551,30
231,8.24077491915471,31
231,8.61458980606707,32
231,8.69903753363482,33
231,9.08053073243406,34
231,9.5321341791271,35
231,9.5621026420175,36
232,0,1
232,4.34739438448272,2
233,0,1
233,4.02450415963193,2
233,4.27613357594894,3
233,5.93578820472337,4
233,6.3172768483599,5
233,6.72825437281113,6
233,7.16281072357898,7
233,7.62585329696222,8
233,7.63719445477929,9
233,7.75499165944797,10
233,8.10017407937199,11
233,8.4013606155989,12
233,8.67143361919853,13
233,9.67187852723489,14
234,0,1
234,0.0576921967568539,2
234,0.356332569275582,3
234,0.652133244929942,4
234,1.12454986429891,5
234,1.58561135549128,6
234,1.75792266510134,7
234,2.0192990021002,8
234,2.18820168437177,9
234,2.40145375644108,10
234,2.48324073199644,11
234,2.79518566186028,12
234,3.25637557018901,13
234,3.57457893395625,14
234,3.59366820396048,15
234,3.62610614404851,16
