"id","b1_estimate","b1_inCI_col","b1_CI_width_col","b2_estimate","b2_inCI_col","b2_CI_width_col"
2565,0.520244126719771,NA,NA,0.354242316698393,1,0.289973768451433
2566,0.377957631223892,1,0.82136900981938,0.387917330007007,1,0.357605773470661
2567,0.727315683911108,NA,NA,0.219571928590214,1,0.210555436005674
2568,0.471496652866542,NA,NA,0.0899966086393115,NA,NA
2569,0.443734262573454,NA,NA,0.280377772738971,1,0.290027833903266
2570,0.496839691650363,NA,NA,0.152754301134262,1,0.207417912688723
2571,0.797217965267862,NA,NA,0.247293744979391,1,0.235406448458655
2572,0.967652515587496,NA,NA,0.342581168256887,1,0.36833966302868
2573,0.562570316703981,NA,NA,0.257980467335255,1,0.24699105734773
2574,0.227323144681722,NA,NA,0.215163640327488,1,0.398672645241707
2575,0.667450642399555,NA,NA,0.208090147294119,1,0.204697992021754
2576,0.618129751228049,NA,NA,0.229771860667691,1,0.222020676638104
2577,0.618130411715819,NA,NA,0.373817317258797,1,0.287618776716233
2578,0.00999999999999999,NA,NA,0.14232932461402,NA,NA
2579,0.412879179702987,1,0.837645284017544,0.185633146276751,1,0.260389540057704
2580,0.443734295449233,NA,NA,0.458536493009376,1,0.349649096001556
2581,0.783470679378593,NA,NA,0.210216824474931,1,0.20713751717789
2582,0.667450583204998,NA,NA,0.249796622329035,1,0.23022593412535
2583,0.443734302957381,NA,NA,0.266042015595716,1,0.2866503406882
2584,0.667450179610413,NA,NA,0.341106244466012,1,0.270217221554042
2585,0.01,NA,NA,0.337450270645935,1,0.807251730674658
2586,0.288818221908961,1,0.777013431683635,0.181345328647174,1,0.329210369971926
2587,0.142327689359879,NA,NA,0.01,NA,NA
2588,0.651541629791058,NA,NA,0.210216816748171,1,0.207137517177391
2589,0.682925011192021,NA,NA,0.15229389419717,1,0.173293745788294
2590,0.377960207877329,1,0.821369009804164,0.302086263031914,1,0.328702385175884
2591,0.412881878361733,1,0.837645283824953,0.219952135810632,1,0.278109488168914
2592,0.698028299909926,NA,NA,0.34525275101183,1,0.274240699217495
2593,0.937233746603209,NA,NA,0.568537955723851,1,0.614325063843009
2594,0.838285231989066,NA,NA,0.469383276504929,1,0.40586503063965
2595,0.635128857811044,NA,NA,0.426201828252716,1,0.310529041181056
2596,0.443734624907708,NA,NA,0.205489496072793,1,0.260415522268276
2597,0.908053020826083,NA,NA,0.360173591498188,1,0.347809128170596
2598,0.412879179702987,1,0.837645284017544,0.185633146276751,1,0.260389540057704
2599,0.635124210325564,NA,NA,0.226455434325876,1,0.218506019206367
2600,0.44373426528235,NA,NA,0.308404956624876,1,0.298951689611837
2601,0.68292537241253,NA,NA,0.248816523246367,1,0.22947625725174
2602,0.471496898976889,NA,NA,0.294489914818707,1,0.282854270260773
2603,0.542063719276042,NA,NA,0.237921388152483,1,0.239715804393484
2604,0.288820839492904,1,0.77701343168538,0.360143101772719,1,0.409955433548276
2605,0.337451402169098,1,0.8072517306671,0.357552393456101,1,0.372874435028499
2606,0.667449266363384,NA,NA,0.27874196975284,1,0.23972746005719
2607,0.581974523245035,NA,NA,0.114292446667144,NA,NA
2608,0.00999999999999999,NA,NA,0.14232932461402,NA,NA
2609,0.377959439813891,1,0.821369009816079,0.271006237810649,1,0.318666917672212
2610,0.56257087450985,NA,NA,0.203971091424749,1,0.218996039299731
2611,0.412881711239452,1,0.837645283841469,0.339202635375923,1,0.325479967940231
2612,0.496838904548795,NA,NA,0.18372991860514,1,0.22830637703467
2613,0.542063984170677,NA,NA,0.418464624174094,1,0.310374980632442
2614,0.600449933147126,NA,NA,0.288200953322359,1,0.249402099657478
2615,0.288820788482406,1,0.777013431688938,0.375939461456384,1,0.412561102581122
2616,0.142326667664796,NA,NA,0.398336451591739,1,0.574217341500083
2617,0.682925093171985,NA,NA,0.263424288898844,1,0.234299213509956
2618,0.618129273243931,NA,NA,0.176049158998572,1,0.19847381472675
2619,0.47149686278049,NA,NA,0.17790237881694,1,0.231792675510233
2620,0.810915591662813,NA,NA,0.31352248298606,1,0.277443920030307
2621,0.618129719723425,NA,NA,0.298680893544016,1,0.254044143316074
2622,0.337451001475808,1,0.807251730667049,0.260797711033493,1,0.336025378879932
2623,0.667450541174552,NA,NA,0.235705959155483,1,0.221473877562117
2624,0.337451210128059,1,0.807251730655714,0.278330985016439,1,0.345504496134169
2625,0.337451001475808,1,0.807251730667049,0.260797711033493,1,0.336025378879932
2626,0.337451210128059,1,0.807251730655714,0.278330985016439,1,0.345504496134169
2627,0.667450179610413,NA,NA,0.341106244466012,1,0.270217221554042
2628,0.712807834367646,NA,NA,0.296160781334404,1,0.250955421517509
2629,0.769641147133639,NA,NA,0.33249616182001,1,0.278298070853436
2630,0.54206259532858,NA,NA,0.251442637809577,1,0.249286142460662
2631,0.635128417100595,NA,NA,0.373225751706465,1,0.286952458205427
2632,0.142326667664796,NA,NA,0.398336451591739,1,0.574217341500083
2633,0.00999999999999999,NA,NA,0.14232932461402,NA,NA
2634,0.443734302957381,NA,NA,0.266042015595716,1,0.2866503406882
2635,0.90805273023688,NA,NA,0.325270089175203,1,0.320083266198648
2636,0.783471273899041,NA,NA,0.27915828591992,1,0.247832544324921
2637,0.879749477297208,NA,NA,0.184742986215922,1,0.210547735056127
2638,0.682924945225934,NA,NA,0.234492541768551,1,0.220134657099349
2639,0.635128415322912,NA,NA,0.253805531119459,1,0.233605882899516
2640,0.288819070887098,1,0.777013431698075,0.206512661160942,1,0.343362396744212
2641,0.712807832658866,NA,NA,0.313035161917026,1,0.262457227787588
2642,0.682924854794337,NA,NA,0.293689974198938,1,0.248048293207729
2643,0.741599464284952,NA,NA,0.320483094928357,1,0.267751606739592
2644,0.824593781098945,NA,NA,0.348653510128996,1,0.302130460240024
2645,0.85201983791756,NA,NA,0.380224113611855,1,0.336853579114833
2646,0.600450313688273,NA,NA,0.274446019475423,1,0.243337247894987
2647,0.00999999999999999,NA,NA,0.14232932461402,NA,NA
2648,0.635128386015401,NA,NA,0.281814714965013,1,0.242699138236214
2649,0.7556964615148,NA,NA,0.325856878948285,1,0.272117636773312
2650,0.66745056504699,NA,NA,0.309023869449863,1,0.258381855050667
2651,0.712807834367646,NA,NA,0.296160781334404,1,0.250955421517509
2652,0.337450861535096,1,0.80725173066287,0.181249563598361,1,0.295545406655678
2653,0.520244132770406,NA,NA,0.273131696954861,1,0.259727496468804
2654,0.727319117735915,NA,NA,0.316242321716397,1,0.264745921349973
2655,0.797217965267862,NA,NA,0.247293744979391,1,0.235406448458655
2656,0.651540720886553,NA,NA,0.265547075376791,1,0.235880000036135
2657,0.852020155315342,NA,NA,0.27313218948348,1,0.259727495489474
2658,0.967654582912037,NA,NA,0.183728146568798,1,0.228306377011198
2659,0.377960207877329,1,0.821369009804164,0.302086263031914,1,0.328702385175884
2660,0.337451210128059,1,0.807251730655714,0.278330985016439,1,0.345504496134169
2661,0.698025638809244,NA,NA,0.177906023598612,1,0.193133877039887
2662,0.542065211925501,NA,NA,0.332494481799377,1,0.278298070688305
2663,0.4714968854027,NA,NA,0.223812539390064,1,0.25340901298572
2664,0.635128378042432,NA,NA,0.240065754436267,1,0.226465068677335
2665,0.542063523785639,NA,NA,0.318845483199368,1,0.275537976583095
2666,0.496839161078301,NA,NA,0.391401627993911,1,0.310960246967962
2667,0.471497342168134,NA,NA,0.40292116152014,1,0.321162017798115
2668,0.288820559215259,1,0.777013431676576,0.391301871995271,1,0.416367734607683
2669,0.227324037005979,NA,NA,0.405542045768289,1,0.475631403997633
2670,0.337451210128059,1,0.807251730655714,0.278330985016439,1,0.345504496134169
2671,0.618129786507043,NA,NA,0.243291934700201,1,0.230328100674928
2672,0.600450278814698,NA,NA,0.233832545825701,1,0.226535666803026
2673,0.443734240238991,NA,NA,0.362896810959442,1,0.318091337161557
2674,0.682925074153663,NA,NA,0.418464622490035,1,0.310374980632222
2675,0.288819070887098,1,0.777013431698075,0.206512661160942,1,0.343362396744212
2676,0.667449266363384,NA,NA,0.27874196975284,1,0.23972746005719
2677,0.496840035283897,NA,NA,0.323374637670198,1,0.289223168486887
2678,0.49684189038513,NA,NA,0.198631528901669,1,0.237909220903118
2679,0.983456702176138,NA,NA,0.221215668691278,1,0.26367285179442
2680,0.667450575373275,NA,NA,0.264127627260599,1,0.234835366182172
2681,0.22732316638389,NA,NA,0.35267179133155,1,0.459269726539643
2682,0.727317949285857,NA,NA,0.334613312646281,1,0.271666186891115
2683,0.337451002306132,1,0.807251730667307,0.132905654603083,NA,NA
2684,0.4714968854027,NA,NA,0.223812539390064,1,0.25340901298572
2685,0.01,NA,NA,0.227323316600539,NA,NA
2686,0.667450656128492,NA,NA,0.324805754313814,1,0.26283165587379
2687,0.635128401779654,NA,NA,0.267709589012952,1,0.237582729512253
2688,0.75569646050068,NA,NA,0.306554370167277,1,0.262537157753118
2689,0.377959451429843,1,0.82136900981687,0.237910421639779,1,0.302049871734018
2690,0.288820919548035,1,0.777013431677401,0.251423443062417,1,0.366911362184903
2691,0.865831778899677,NA,NA,0.259599384306619,1,0.257960269172721
2692,0.47149637604332,NA,NA,0.280733625314396,1,0.278706840104215
2693,0.33745101481615,1,0.807251730667255,0.386585450028105,1,0.380032134988484
2694,0.288820863126902,1,0.777013431685022,0.477364045650805,1,0.441140320068066
2695,0.542064296569576,NA,NA,0.388769632227588,1,0.300217100211974
2696,0.227323994493087,NA,NA,0.149754326571883,NA,NA
2697,0.581976281445701,NA,NA,0.238720978854481,1,0.232316395251983
2698,0.727319710091311,NA,NA,0.281813311798397,1,0.242699138227622
2699,0.769639004879064,NA,NA,0.256908591477549,1,0.236489450485593
2700,0.288820919548035,1,0.777013431677401,0.251423443062417,1,0.366911362184903
2701,0.651543166911185,NA,NA,0.251449321291423,1,0.231555314831056
2702,0.227324037005979,NA,NA,0.405542045768289,1,0.475631403997633
2703,0.443734249708846,NA,NA,0.322172272250406,1,0.306545879955844
2704,0.667450625615455,NA,NA,0.293690041971643,1,0.248048293215712
2705,0.581976430065157,NA,NA,0.306554880532227,1,0.262537156865727
2706,0.542065211925501,NA,NA,0.332494481799377,1,0.278298070688305
2707,0.922513356741893,NA,NA,0.346037990519275,1,0.346324290325005
2708,0.682925142728687,NA,NA,0.309463521620754,1,0.25882950245552
2709,0.443734262573454,NA,NA,0.280377772738971,1,0.290027833903266
2710,0.698026179417474,NA,NA,0.263424267353553,1,0.234299213491988
2711,0.852020089038452,NA,NA,0.231085250621711,1,0.231369753954184
2712,0.600450216548231,NA,NA,0.375605878612213,1,0.289667827777128
2713,0.824593781098945,NA,NA,0.348653510128996,1,0.302130460240024
2714,0.635127974041427,NA,NA,0.341105733099623,1,0.270217221507537
2715,0.600449933147126,NA,NA,0.288200953322359,1,0.249402099657478
2716,0.635128386015401,NA,NA,0.281814714965013,1,0.242699138236214
2717,0.865830476128455,NA,NA,0.237921350104546,1,0.239715804440032
2718,0.682924945225934,NA,NA,0.234492541768551,1,0.220134657099349
2719,0.520243849402824,NA,NA,0.410559413769897,1,0.310517181088954
2720,0.635128453047171,NA,NA,0.325755172962596,1,0.263545229296326
2721,0.41288179514323,1,0.837645283829149,0.366646146019275,1,0.331925018489623
2722,0.922512655914451,NA,NA,0.227528067442783,1,0.246336930217623
2723,0.952262894893805,NA,NA,0.282179986133179,1,0.304479417245076
2724,0.52024352673793,NA,NA,0.300063943123985,1,0.270853575702767
2725,0.682924945225934,NA,NA,0.234492541768551,1,0.220134657099349
251,0.698026050968306,NA,NA,0.294508228062129,1,0.248998047503632
252,0.542063523785639,NA,NA,0.318845483199368,1,0.275537976583095
253,0.00999999999999999,NA,NA,0.14232932461402,NA,NA
254,0.496841230774995,NA,NA,0.28288249243156,1,0.270285037399472
255,0.01,NA,NA,0.227323316600539,NA,NA
256,0.496840560589039,NA,NA,0.213214955858717,1,0.241039262178698
257,0.562570468488637,NA,NA,0.29844314729301,1,0.261603318519751
258,0.769641568107798,NA,NA,0.354242088867564,1,0.289973768448905
259,0.838285279747814,NA,NA,0.22529350448871,1,0.224885832266774
260,0.562570628850782,NA,NA,0.176382710503436,1,0.207963581343833
261,0.769639004879064,NA,NA,0.256908591477549,1,0.236489450485593
262,0.377959451429843,1,0.82136900981687,0.237910421639779,1,0.302049871734018
263,0.769641462593586,NA,NA,0.223819974673641,1,0.215795522976101
264,0.443734407830222,NA,NA,0.389877388647812,1,0.329133595762209
265,0.783470782736962,NA,NA,0.340581370522719,1,0.285807886972123
266,0.618129714766104,NA,NA,0.407079964613323,1,0.298906549700944
267,0.337450990719625,1,0.807251730668087,0.311464786817446,1,0.355597299720875
268,0.142329242315742,NA,NA,0.194399792937881,NA,NA
269,0.496840035283897,NA,NA,0.323374637670198,1,0.289223168486887
270,0.227324026670932,NA,NA,0.371047116939543,1,0.466788889273466
271,0.712807609429994,NA,NA,0.248816568020216,1,0.229476257238492
272,0.865830586264935,NA,NA,0.180043463648026,1,0.204499333488906
273,0.496840035283897,NA,NA,0.323374637670198,1,0.289223168486887
274,0.755696607141524,NA,NA,0.368034679647136,1,0.296486272406255
275,0.00999999999999999,NA,NA,0.14232932461402,NA,NA
2726,0.562570634884045,NA,NA,0.23108514346408,1,0.231369753951714
2727,0.412880494943077,1,0.837645283839265,0.127846113568944,NA,NA
2728,0.783470666623501,NA,NA,0.389237929982457,1,0.318798695356849
2729,0.01,NA,NA,0.01,NA,NA
2730,0.337451002306132,1,0.807251730667307,0.132905654603083,NA,NA
2731,0.651541655510184,NA,NA,0.324805769157453,1,0.262831655868673
2732,0.667450575373275,NA,NA,0.264127627260599,1,0.234835366182172
2733,0.47149686776129,NA,NA,0.266826415146091,1,0.275508239435607
2734,0.618129719723425,NA,NA,0.298680893544016,1,0.254044143316074
2735,0.562570628850782,NA,NA,0.176382710503436,1,0.207963581343833
2736,0.727317235592541,NA,NA,0.234492285916781,1,0.220134657093944
2737,0.227324092510268,NA,NA,0.453079770215939,1,0.489145003974297
2738,0.288820932307489,1,0.777013431686392,0.309407763338649,1,0.392125473841166
2739,0.651541700431977,NA,NA,0.169865182904047,1,0.188892468849117
2740,0.412891867631587,1,0.837645284970578,0.311156306422258,1,0.314078959090962
2741,0.337451402169098,1,0.8072517306671,0.357552393456101,1,0.372874435028499
2742,0.635128409763692,NA,NA,0.407767558127369,1,0.299527285934765
2743,0.651543166911185,NA,NA,0.251449321291423,1,0.231555314831056
2744,0.651541659600571,NA,NA,0.279885542860952,1,0.240814381055173
2745,0.443734249708846,NA,NA,0.322172272250406,1,0.306545879955844
2746,0.755696468956898,NA,NA,0.444537548996004,1,0.345661353533463
2747,0.838285295035684,NA,NA,0.156465361797858,1,0.178598325215145
2748,0.496840041743903,NA,NA,0.269255550417534,1,0.266275338549064
2749,0.600451345946218,NA,NA,0.360234901161457,1,0.280524678922621
2750,0.783470997294952,NA,NA,0.298442947034096,1,0.261603318804905
2751,0.443734289866797,NA,NA,0.251436093372891,1,0.277734974111149
2752,0.227324182137614,NA,NA,0.312968110406624,1,0.448244443756121
2753,0.727319710091311,NA,NA,0.281813311798397,1,0.242699138227622
2754,0.227323144681722,NA,NA,0.215163640327488,1,0.398672645241707
2755,0.01,NA,NA,0.01,NA,NA
2756,0.337451210128059,1,0.807251730655714,0.278330985016439,1,0.345504496134169
2757,0.651541629791058,NA,NA,0.210216816748171,1,0.207137517177391
2758,0.600450313688273,NA,NA,0.274446019475423,1,0.243337247894987
2759,0.667450359594565,NA,NA,0.4556997990608,1,0.32804237291199
2760,0.443734624907708,NA,NA,0.205489496072793,1,0.260415522268276
2761,0.769641428928436,NA,NA,0.292791493778246,1,0.254681444493661
2762,0.47149686278049,NA,NA,0.17790237881694,1,0.231792675510233
2763,0.337450996673478,1,0.807251730667592,0.327239381251162,1,0.361737480439223
2764,0.337451002306132,1,0.807251730667307,0.132905654603083,NA,NA
2765,0.581974784437207,NA,NA,0.252153066117147,1,0.241787336621609
2766,0.443734289866797,NA,NA,0.251436093372891,1,0.277734974111149
2767,0.288820842543148,1,0.777013431685027,0.449543561968232,1,0.432224321833443
2768,0.75569646050068,NA,NA,0.306554370167277,1,0.262537157753118
2769,0.443734396628853,NA,NA,0.189262340055887,1,0.250396391963396
2770,0.227324037005979,NA,NA,0.405542045768289,1,0.475631403997633
2771,0.712809449899851,NA,NA,0.433964602173133,1,0.325376609831315
2772,0.58197611342184,NA,NA,0.292791493223926,1,0.25468144449327
2773,0.412881844496389,1,0.837645283819549,0.44791734677829,1,0.359006042244247
2774,0.542063842847161,NA,NA,0.360226138255336,1,0.288011448389112
2775,0.651541659600571,NA,NA,0.279885542860952,1,0.240814381055173
2776,0.01,NA,NA,0.471496887007133,NA,NA
2777,0.227323144681722,NA,NA,0.215163640327488,1,0.398672645241707
2778,0.01,NA,NA,0.288820324183784,1,0.777013431689242
2779,0.908049547550888,NA,NA,0.196707951867243,1,0.222455361275364
2780,0.618129720974977,NA,NA,0.358007367031136,1,0.278377207039394
2781,0.581976396689856,NA,NA,0.320483230213356,1,0.267751606685098
2782,0.600450278814698,NA,NA,0.233832545825701,1,0.226535666803026
2783,0.727319117735915,NA,NA,0.316242321716397,1,0.264745921349973
2784,0.600448717380804,NA,NA,0.152755570048173,1,0.182802058996924
2785,0.581976430065157,NA,NA,0.306554880532227,1,0.262537156865727
2786,0.01,NA,NA,0.227323316600539,NA,NA
2787,0.635126957355566,NA,NA,0.390147246750001,1,0.293088451052893
2788,0.922512596681995,NA,NA,0.43536939008061,1,0.429391064702131
2789,0.142329287900462,NA,NA,0.43812583911941,1,0.58445133561364
2790,0.66745056504699,NA,NA,0.309023869449863,1,0.258381855050667
2791,0.600450283858612,NA,NA,0.330605041486148,1,0.267804288865847
2792,0.755696468532914,NA,NA,0.270656231420122,1,0.239973634797674
2793,0.600450380908187,NA,NA,0.345253376234135,1,0.274240698986566
2794,0.698026364606129,NA,NA,0.233890989633926,1,0.219478590490197
2795,0.542063832710441,NA,NA,0.346278517043277,1,0.28257623188946
